subscriber_id,customer_id,device_id,plan_id,msisdn_like,start_date,subscriber_status,home_region
SUB00002346,CUST00002953,DEV0002065,PLN018,5554438060,2021-03-16,Cancelled,Southeast
SUB00002347,CUST00003728,DEV0001161,PLN018,5556643916,2024-02-13,active ,Southeast
SUB00002348,CUST00000455,DEV0000178,PLN004,5551199029,2026-04-22,Active,Southeast
SUB00002349,CUST00000672,DEV0000468,PLN018,5556369536,2020-01-17,Suspended,Southwest
SUB00002350,CUST00000967,DEV0002070,PLN020,5559913447,2024-11-26,Active,Midwest
SUB00002351,CUST00001619,DEV0002352,PLN008,5554563856,2025-12-05,Cancelled,Northeast
SUB00002352,CUST00003858,DEV0001558,PLN007,5555984093,2020-08-19,Suspended,West
SUB00002353,CUST00002633,DEV0000177,PLN010,5551722152,2024-07-06,Cancelled,Northeast
SUB00002354,CUST00003923,DEV0000240,PLN011,5558540288,2022-05-11,Suspended,Northeast
SUB00002355,CUST00001737,DEV0002287,PLN012,5554741783,2023-02-21,active ,Midwest
SUB00002356,CUST00003199,DEV0001444,PLN019,5554185269,2020-03-14,Active,Midwest
SUB00002357,CUST00000828,DEV0002010,PLN004,5554095098,2020-09-21,Active,Southwest
SUB00002358,CUST00000384,DEV0000068,PLN020,5555835834,2022-11-01,active ,West
SUB00002359,CUST00001387,DEV0001191,PLN001,5558106894,2026-04-08,Active,Southeast
SUB00002360,CUST00001450,DEV0001507,PLN018,5559445224,2024-10-24,active ,Southwest
SUB00002361,CUST00004316,DEV0002199,PLN004,5554133782,2021-04-24,Cancelled,Northeast
SUB00002362,CUST00001140,DEV0001370,PLN015,5555626744,2020-11-20,Cancelled,Southwest
SUB00002363,CUST00004339,DEV0002275,PLN016,5556630218,2025-03-07,active ,Northeast
SUB00002364,CUST00003820,DEV0000270,PLN019,5552739039,2021-01-11,Cancelled,Northeast
SUB00002365,CUST00002891,DEV0001845,PLN003,5557611893,2022-06-28,Cancelled,Midwest
SUB00002366,CUST00002977,DEV0001205,PLN011,5553025687,2021-09-24,Cancelled,Southeast
SUB00002367,CUST00002005,DEV0002130,PLN019,5557056175,2021-10-23,Active,West
SUB00002368,CUST00003779,DEV0001940,PLN005,5554241287,2022-08-17,active ,Midwest
SUB00002369,CUST00003288,DEV0000976,PLN014,5559286926,2024-10-18,Active,Southeast
SUB00002370,CUST00001827,DEV0002195,PLN018,5552125740,2025-08-02,Active,Northeast
SUB00002371,CUST00000090,DEV0001847,PLN008,5553468069,2024-01-29,Active,Midwest
SUB00002372,CUST00001651,DEV0001867,PLN009,5553678671,2023-08-28,Suspended,Midwest
SUB00002373,CUST00001265,DEV0001157,PLN020,5558227343,2024-06-22,Cancelled,Northeast
SUB00002374,CUST00000953,DEV0000472,PLN004,5552947318,2022-07-07,Active,Midwest
SUB00002375,CUST00002515,DEV0001351,PLN001,5558020238,2025-09-08,Suspended,Northeast
SUB00002376,CUST00000780,DEV0001800,PLN013,5553804553,2020-06-03,Active,Southwest
SUB00002377,CUST00003270,DEV0000009,PLN001,5559504694,2021-08-21,Suspended,Northeast
SUB00002378,CUST00001291,DEV0002164,PLN001,5551891773,2020-12-13,Active,Midwest
SUB00002379,CUST00001181,DEV0000053,PLN016,5556206410,2020-11-14,active ,Midwest
SUB00002380,CUST00004273,DEV0001480,PLN011,5553419461,2022-03-10,active ,Southwest
SUB00002381,CUST00001431,DEV0001723,PLN003,5559319252,2022-06-20,Active,Northeast
SUB00002382,CUST00003498,DEV0001994,PLN006,5553190159,2023-07-10,Cancelled,Northeast
SUB00002383,CUST00004107,DEV0000013,PLN002,5558783280,2024-06-06,Active,Midwest
SUB00002384,CUST00003962,DEV0001820,PLN002,5558043767,2025-01-16,active ,Southwest
SUB00002385,CUST00001559,DEV0001529,PLN009,5557657966,2021-10-04,active ,Northeast
SUB00002386,CUST00003845,DEV0001635,PLN005,5556182160,2020-05-27,Active,Midwest
SUB00002387,CUST00000586,DEV0000955,PLN011,5558713463,2024-07-28,Active,Southwest
SUB00002388,CUST00003127,DEV0001291,PLN007,5558335147,2021-12-28,Active,Midwest
SUB00002389,CUST00001766,DEV0002416,PLN013,5558438618,2025-12-06,Active,Southwest
SUB00002390,CUST00003262,DEV0000066,PLN005,5557280643,2020-05-31,Active,West
SUB00002391,CUST00003520,DEV0001295,PLN014,5556379941,2021-01-12,Suspended,West
SUB00002392,CUST00004245,DEV0000952,PLN020,5551965046,2022-01-02,Cancelled,Northeast
SUB00002393,CUST00000245,DEV0002305,PLN010,5553522765,2026-03-31,Suspended,Midwest
SUB00002394,CUST00003422,DEV0000098,PLN008,5559581679,2020-01-18,Cancelled,Northeast
SUB00002395,CUST00002624,DEV0001034,PLN020,5558037997,2021-10-09,Suspended,West
SUB00002396,CUST00004060,DEV0000055,PLN014,5555361114,2021-07-27,Cancelled,Southwest
SUB00002397,CUST00002754,DEV0000126,PLN003,5553028292,2026-01-22,Cancelled,Northeast
SUB00002398,CUST00002923,DEV0001419,PLN017,5558895971,2020-02-16,Active,Midwest
SUB00002399,CUST00002123,DEV0002448,PLN004,5554975897,2022-03-27,Active,Southwest
SUB00002400,CUST00003743,DEV0001527,PLN006,5558483024,2023-09-15,active ,West
SUB00002401,CUST00002421,DEV0001978,PLN014,5553654626,2024-01-27,Active,West
SUB00002402,CUST00004396,DEV0002489,PLN009,5554992286,2024-05-02,active ,Midwest
SUB00002403,CUST00002902,DEV0001129,PLN018,5556052595,2020-12-06,Cancelled,Southwest
SUB00002404,CUST00002263,DEV0000659,PLN010,5555001695,2023-05-06,Active,West
SUB00002405,CUST00003576,DEV0001682,PLN001,5555466955,2021-04-19,Suspended,Southwest
SUB00002406,CUST00002910,DEV0002325,PLN004,5555228710,2024-10-05,Suspended,Northeast
SUB00002407,CUST00003290,DEV0002092,PLN003,5555014492,2023-01-23,Suspended,Midwest
SUB00002408,CUST00001733,DEV0000552,PLN001,5559715192,2022-09-23,Active,Southeast
SUB00002409,CUST00004232,DEV0001384,PLN003,5554999488,2022-03-13,Active,Midwest
SUB00002410,CUST00003374,DEV0001929,PLN002,5557663511,2025-01-27,Active,Southeast
SUB00002411,CUST00004343,DEV0001468,PLN013,5553805456,2021-12-14,Suspended,Northeast
SUB00002412,CUST00001195,DEV0001398,PLN020,5559973587,2025-08-13,Active,Midwest
SUB00002413,CUST00000005,DEV0001185,PLN004,5556927228,2022-06-04,Suspended,Southeast
SUB00002414,CUST00000892,DEV0001238,PLN017,5557012319,2022-02-01,Suspended,Northeast
SUB00002415,CUST00000305,DEV0001587,PLN019,5557408167,2021-02-28,Cancelled,Midwest
SUB00002416,CUST00002766,DEV0000227,PLN008,5552555360,2023-04-01,Cancelled,Southeast
SUB00002417,CUST00001981,DEV0000151,PLN020,5553420812,2023-10-16,active ,Midwest
SUB00002418,CUST00003510,DEV0001899,PLN007,5556541215,2024-05-04,Suspended,Midwest
SUB00002419,CUST00000914,DEV0002148,PLN005,5555066121,2022-02-15,Suspended,Northeast
SUB00002420,CUST00000206,DEV0000514,PLN002,5555632067,2024-01-15,active ,Southeast
SUB00002421,CUST00002278,DEV0002317,PLN009,5558796811,2021-12-04,Suspended,Southwest
SUB00002422,CUST00001295,DEV0001764,PLN018,5555755822,2024-07-28,Active,Southwest
SUB00002423,CUST00001233,DEV0001826,PLN013,5555424494,2022-08-25,active ,Southeast
SUB00002424,CUST00000402,DEV0000910,PLN004,5551273242,2024-01-23,Active,Midwest
SUB00002425,CUST00002511,DEV0000819,PLN002,5554762599,2022-04-19,Active,Midwest
SUB00002426,CUST00000062,DEV0000958,PLN019,5555313632,2022-11-15,Active,Midwest
SUB00002427,CUST00002998,DEV0001595,PLN020,5559708873,2021-01-02,Cancelled,Southwest
SUB00002428,CUST00000351,DEV0001397,PLN017,5555665631,2025-03-17,Active,Southeast
SUB00002429,CUST00001140,DEV0000514,PLN003,5557825619,2020-05-26,Cancelled,Southwest
SUB00002430,CUST00002021,DEV0001952,PLN008,5552609634,2020-12-08,Suspended,Northeast
SUB00002431,CUST00003290,DEV0000078,PLN015,5554316097,2025-01-17,active ,Midwest
SUB00002432,CUST00002944,DEV0001676,PLN004,5559427095,2024-03-15,Active,Midwest
SUB00002433,CUST00000448,DEV0001578,PLN012,5551320989,2021-12-14,Active,Northeast
SUB00002434,CUST00004357,DEV0000745,PLN009,5552861275,2025-04-30,Cancelled,Midwest
SUB00002435,CUST00001710,DEV0000614,PLN010,5551770693,2025-10-03,Active,Southwest
SUB00002436,CUST00000580,DEV0001304,PLN014,5559848003,2023-02-08,Active,Southwest
SUB00002437,CUST00001408,DEV0000086,PLN005,5553139437,2022-12-31,active ,Northeast
SUB00002438,CUST00004200,DEV0000467,PLN005,5554478204,2022-12-08,Active,Southeast
SUB00002439,CUST00004378,DEV0002283,PLN011,5551378548,2022-02-11,Cancelled,West
SUB00002440,CUST00004383,DEV0001499,PLN007,5557064582,2023-05-03,active ,Southwest
SUB00002441,CUST00002208,DEV0001229,PLN006,5557152599,2022-03-07,Cancelled,Midwest
SUB00002442,CUST00000548,DEV0000627,PLN020,5553241537,2020-05-13,Active,Southeast
SUB00002443,CUST00003946,DEV0002336,PLN006,5556822370,2022-06-18,active ,West
SUB00002444,CUST00000784,DEV0000804,PLN001,5556394696,2022-10-10,Active,Northeast
SUB00002445,CUST00000217,DEV0000771,PLN013,5558923800,2021-02-03,Suspended,Southwest
SUB00002446,CUST00001743,DEV0002236,PLN002,5553303687,2023-02-11,Cancelled,Southeast
SUB00002447,CUST00001753,DEV0000119,PLN013,5554592836,2020-05-12,Cancelled,Northeast
SUB00002448,CUST00003232,DEV0002216,PLN005,5552496316,2023-03-14,Active,Southwest
SUB00002449,CUST00000577,DEV0001486,PLN001,5554996210,2024-09-25,active ,Southeast
SUB00002450,CUST00003552,DEV0002322,PLN004,5551040065,2020-12-25,Cancelled,West
SUB00002451,CUST00001598,DEV0002171,PLN016,5551309579,2021-06-09,Active,West
SUB00002452,CUST00002063,DEV0000161,PLN003,5551481804,2022-08-24,active ,Midwest
SUB00002453,CUST00003441,DEV0000235,PLN001,5556802008,2025-10-06,Active,Southwest
SUB00002454,CUST00002319,DEV0000990,PLN014,5558062891,2023-10-13,Active,Southeast
SUB00002455,CUST00001357,DEV0001303,PLN013,5555892273,2021-11-16,Active,Southwest
SUB00002456,CUST00003465,DEV0001879,PLN009,5552535499,2023-02-09,Suspended,Southeast
SUB00002457,CUST00003393,DEV0001347,PLN005,5557748799,2023-06-01,Active,Midwest
SUB00002458,CUST00002847,DEV0000059,PLN012,5553988136,2021-08-26,Cancelled,Southeast
SUB00002459,CUST00004498,DEV0002419,PLN004,5551100040,2020-06-20,Active,Northeast
SUB00002460,CUST00003874,DEV0002426,PLN005,5559447442,2023-10-02,Cancelled,Southeast
SUB00002461,CUST00002424,DEV0001012,PLN020,5554471663,2020-12-10,Active,West
SUB00002462,CUST00002205,DEV0000949,PLN009,5557778144,2025-01-25,Active,Southeast
SUB00002463,CUST00000261,DEV0001349,PLN016,5559207165,2025-07-22,Suspended,Southwest
SUB00002464,CUST00000824,DEV0000541,PLN013,5552883226,2025-07-19,active ,West
SUB00002465,CUST00001516,DEV0000585,PLN017,5551866267,2023-03-07,Suspended,Southeast
SUB00002466,CUST00000291,DEV0001769,PLN005,5552003637,2024-09-26,Active,Southeast
SUB00002467,CUST00001821,DEV0001750,PLN013,5559896764,2025-08-06,active ,Midwest
SUB00002468,CUST00002123,DEV0000633,PLN003,5553601491,2021-10-25,Suspended,Southwest
SUB00002469,CUST00004081,DEV0000432,PLN007,5557622905,2024-02-20,Active,Midwest
SUB00002470,CUST00004374,DEV0001894,PLN001,5559509068,2025-03-22,Active,Southeast
SUB00002471,CUST00001942,DEV0001144,PLN018,5552913799,2022-07-12,Active,Northeast
SUB00002472,CUST00000392,DEV0001982,PLN018,5554869654,2022-12-03,Active,West
SUB00002473,CUST00000432,DEV0000516,PLN018,5551685249,2024-04-05,Active,Midwest
SUB00002474,CUST00004255,DEV0000894,PLN005,5554451153,2020-04-18,Cancelled,Northeast
SUB00002475,CUST00003728,DEV0002294,PLN013,5558741868,2024-03-17,Active,Southeast
SUB00002476,CUST00003822,DEV0000028,PLN015,5554870439,2024-02-09,Active,Southeast
SUB00002477,CUST00001454,DEV0000114,PLN017,5556256755,2023-11-30,Suspended,West
SUB00002478,CUST00002235,DEV0001320,PLN012,5559190497,2024-10-29,Suspended,Southwest
SUB00002479,CUST00001875,DEV0000289,PLN008,5558074190,2021-11-02,Active,Southeast
SUB00002480,CUST00004192,DEV0000731,PLN008,5558252150,2025-07-01,Suspended,West
SUB00002481,CUST00002835,DEV0001138,PLN011,5557510999,2024-11-20,Active,Southwest
SUB00002482,CUST00002519,DEV0000195,PLN014,5554493139,2025-07-06,Suspended,West
SUB00002483,CUST00003785,DEV0000155,PLN020,5559768088,2025-07-15,active ,Northeast
SUB00002484,CUST00000404,DEV0001280,PLN002,5559287019,2024-12-18,active ,Southeast
SUB00002485,CUST00001683,DEV0001968,PLN013,5553513724,2026-02-06,Active,West
SUB00002486,CUST00003434,DEV0001265,PLN016,5558251293,2025-01-01,Active,Midwest
SUB00002487,CUST00000039,DEV0000774,PLN008,5551664459,2025-12-12,Active,Northeast
SUB00002488,CUST00000871,DEV0002279,PLN012,5551216890,2023-02-05,Active,West
SUB00002489,CUST00002671,DEV0000030,PLN011,5557011071,2024-01-17,Suspended,Midwest
SUB00002490,CUST00001919,DEV0002331,PLN019,5553358097,2025-06-19,Cancelled,Midwest
SUB00002491,CUST00000705,DEV0000882,PLN020,5551577194,2021-06-17,Suspended,Southwest
SUB00002492,CUST00001563,DEV0001639,PLN002,5556693310,2021-12-28,Active,Southwest
SUB00002493,CUST00003542,DEV0001388,PLN008,5551032205,2025-11-24,Cancelled,Midwest
SUB00002494,CUST00003349,DEV0000236,PLN016,5557028166,2021-02-04,Cancelled,Southwest
SUB00002495,CUST00000753,DEV0002192,PLN020,5558732667,2024-03-04,Suspended,Northeast
SUB00002496,CUST00003357,DEV0000213,PLN001,5554094224,2022-12-30,Active,West
SUB00002497,CUST00003313,DEV0001613,PLN003,5555740519,2026-02-07,Suspended,Southeast
SUB00002498,CUST00003158,DEV0000252,PLN016,5555870783,2025-12-22,active ,Southwest
SUB00002499,CUST00001344,DEV0000747,PLN020,5558074070,2021-10-14,Cancelled,West
SUB00002500,CUST00001474,DEV0002277,PLN007,5558432404,2021-11-14,active ,Northeast
SUB00002501,CUST00002911,DEV0000355,PLN012,5554207166,2025-05-28,Active,Midwest
SUB00002502,CUST00004285,DEV0002001,PLN018,5553488274,2026-03-05,Cancelled,Southwest
SUB00002503,CUST00000410,DEV0000726,PLN020,5553918038,2020-04-03,Cancelled,Northeast
SUB00002504,CUST00000345,DEV0002270,PLN008,5557306501,2023-04-08,Cancelled,Southwest
SUB00002505,CUST00002958,DEV0001293,PLN013,5552976391,2023-01-05,Suspended,Southwest
SUB00002506,CUST00003923,DEV0000179,PLN008,5555339238,2023-02-25,Active,Northeast
SUB00002507,CUST00002727,DEV0000745,PLN013,5556645028,2025-12-26,Active,Southeast
SUB00002508,CUST00003648,DEV0000890,PLN008,5558709685,2020-03-06,Suspended,Midwest
SUB00002509,CUST00001091,DEV0002165,PLN004,5556965386,2021-02-18,Cancelled,Southeast
SUB00002510,CUST00003541,DEV0000286,PLN013,5556319934,2021-03-24,Active,Midwest
SUB00002511,CUST00001869,DEV0000727,PLN002,5559735561,2021-05-28,Cancelled,Southwest
SUB00002512,CUST00003958,DEV0000201,PLN019,5552597627,2024-01-26,Active,Southeast
SUB00002513,CUST00003452,DEV0000073,PLN011,5558181472,2025-11-15,Suspended,Southwest
SUB00002514,CUST00002824,DEV0001145,PLN007,5556165732,2020-11-29,Active,West
SUB00002515,CUST00001073,DEV0001881,PLN017,5556022889,2025-07-06,Cancelled,Southeast
SUB00002516,CUST00000085,DEV0000156,PLN002,5558242883,2020-05-15,Active,Southeast
SUB00002517,CUST00002050,DEV0000512,PLN007,5551004954,2025-10-02,Cancelled,West
SUB00002518,CUST00003839,DEV0001696,PLN020,5551143237,2024-08-13,Active,Northeast
SUB00002519,CUST00001909,DEV0001894,PLN008,5554200260,2023-10-31,Active,Southeast
SUB00002520,CUST00002073,DEV0000047,PLN006,5557247376,2025-02-22,Active,Southeast
SUB00002521,CUST00001788,DEV0001031,PLN015,5559427461,2023-09-17,Active,Southeast
SUB00002522,CUST00000461,DEV0001737,PLN012,5554206883,2024-02-26,Active,Midwest
SUB00002523,CUST00002160,DEV0002142,PLN003,5559312428,2022-03-12,active ,Northeast
SUB00002524,CUST00003139,DEV0001422,PLN008,5551001299,2023-06-05,Suspended,Southwest
SUB00002525,CUST00004012,DEV0001854,PLN007,5552186661,2024-03-31,Cancelled,Southwest
SUB00002526,CUST00004340,DEV0000801,PLN017,5552801168,2025-11-27,active ,West
SUB00002527,CUST00000648,DEV0000889,PLN020,5555589169,2025-04-03,Active,Northeast
SUB00002528,CUST00004026,DEV0002454,PLN017,5553962756,2021-03-17,Cancelled,Northeast
SUB00002529,CUST00002882,DEV0000570,PLN001,5551964348,2022-03-25,Cancelled,Southeast
SUB00002530,CUST00000507,DEV0000829,PLN019,5556449608,2023-05-31,active ,Southwest
SUB00002531,CUST00003270,DEV0000744,PLN005,5551741808,2023-04-23,active ,Northeast
SUB00002532,CUST00002423,DEV0001075,PLN007,5551412940,2025-08-11,Active,Northeast
SUB00002533,CUST00003610,DEV0000648,PLN019,5555365058,2026-04-16,Cancelled,West
SUB00002534,CUST00001130,DEV0000389,PLN016,5553026266,2021-04-04,Active,Midwest
SUB00002535,CUST00002920,DEV0000763,PLN007,5551317727,2020-09-29,Suspended,Northeast
SUB00002536,CUST00001679,DEV0000567,PLN008,5557216423,2026-04-13,active ,Southwest
SUB00002537,CUST00001540,DEV0001775,PLN012,5557639653,2023-03-05,Active,West
SUB00002538,CUST00002065,DEV0001237,PLN015,5552397079,2023-08-23,active ,Southwest
SUB00002539,CUST00003676,DEV0001309,PLN008,5554638917,2022-07-02,Active,Northeast
SUB00002540,CUST00001224,DEV0000922,PLN019,5551964053,2021-07-17,Suspended,Southeast
SUB00002541,CUST00003177,DEV0002001,PLN006,5551184905,2022-11-30,Suspended,West
SUB00002542,CUST00001544,DEV0002474,PLN013,5553888239,2024-09-10,Cancelled,West
SUB00002543,CUST00002255,DEV0000119,PLN002,5552517871,2026-03-29,Active,West
SUB00002544,CUST00001218,DEV0001955,PLN009,5557629411,2021-11-26,Active,Southeast
SUB00002545,CUST00001079,DEV0000141,PLN007,5557330226,2021-04-13,Active,Northeast
SUB00002546,CUST00001155,DEV0001428,PLN013,5556930999,2021-03-18,Active,Midwest
SUB00002547,CUST00002471,DEV0002221,PLN008,5554826518,2025-06-05,Active,Northeast
SUB00002548,CUST00000925,DEV0001166,PLN004,5556725001,2023-05-27,active ,Southwest
SUB00002549,CUST00001450,DEV0002247,PLN006,5554465661,2020-07-10,Active,Southwest
SUB00002550,CUST00002001,DEV0002388,PLN015,5552895839,2020-03-22,Cancelled,Northeast
SUB00002551,CUST00001971,DEV0001662,PLN010,5555568310,2022-08-28,Suspended,Southwest
SUB00002552,CUST00001157,DEV0001087,PLN007,5555262641,2021-10-28,active ,Northeast
SUB00002553,CUST00002235,DEV0000873,PLN004,5558129346,2020-05-17,Active,Southwest
SUB00002554,CUST00003096,DEV0000818,PLN011,5555561542,2021-10-31,Suspended,Northeast
SUB00002555,CUST00000977,DEV0002364,PLN009,5555549532,2021-10-21,Cancelled,Midwest
SUB00002556,CUST00000272,DEV0001141,PLN019,5555500720,2023-04-12,active ,Northeast
SUB00002557,CUST00000652,DEV0000153,PLN015,5551030933,2020-08-18,Suspended,Midwest
SUB00002558,CUST00001162,DEV0001772,PLN017,5553176961,2026-02-07,Active,Southeast
SUB00002559,CUST00003799,DEV0001134,PLN012,5556180270,2022-12-23,Active,Northeast
SUB00002560,CUST00000703,DEV0000261,PLN008,5554067347,2022-01-20,active ,Northeast
SUB00002561,CUST00002881,DEV0002018,PLN020,5558081653,2023-11-01,Active,West
SUB00002562,CUST00000350,DEV0000096,PLN007,5557274899,2020-06-27,active ,Southwest
SUB00002563,CUST00001387,DEV0000728,PLN007,5556937486,2020-03-08,active ,Southeast
SUB00002564,CUST00003541,DEV0001458,PLN019,5555686944,2022-06-15,active ,Midwest
SUB00002565,CUST00002767,DEV0001489,PLN010,5553784797,2022-06-12,active ,Southwest
SUB00002566,CUST00001629,DEV0001649,PLN019,5551807138,2022-01-27,Active,Southwest
SUB00002567,CUST00004469,DEV0000240,PLN015,5559284304,2021-05-11,active ,Southeast
SUB00002568,CUST00003672,DEV0002215,PLN010,5556131419,2025-12-15,Active,Northeast
SUB00002569,CUST00001585,DEV0001371,PLN003,5559954201,2021-02-10,Active,Midwest
SUB00002570,CUST00002615,DEV0000815,PLN019,5553486777,2023-06-15,Active,Southeast
SUB00002571,CUST00002084,DEV0000824,PLN019,5552012639,2024-02-20,Cancelled,Southeast
SUB00002572,CUST00003257,DEV0000814,PLN010,5554851150,2022-05-06,active ,Southeast
SUB00002573,CUST00003237,DEV0000965,PLN009,5555287111,2025-08-04,active ,Northeast
SUB00002574,CUST00001298,DEV0000249,PLN011,5558539203,2023-02-12,Suspended,West
SUB00002575,CUST00003257,DEV0001063,PLN006,5555058517,2025-06-06,Active,Southeast
SUB00002576,CUST00003776,DEV0000717,PLN008,5559829998,2024-03-14,Cancelled,Midwest
SUB00002577,CUST00002591,DEV0002024,PLN008,5555891569,2022-09-20,active ,Midwest
SUB00002578,CUST00003840,DEV0001461,PLN015,5556008823,2025-10-23,Cancelled,Southwest
SUB00002579,CUST00002100,DEV0002255,PLN011,5556549763,2022-04-20,Active,Southwest
SUB00002580,CUST00002294,DEV0002221,PLN011,5554051117,2024-11-08,Active,Midwest
SUB00002581,CUST00002002,DEV0000302,PLN004,5553541570,2026-03-21,Active,West
SUB00002582,CUST00004139,DEV0000352,PLN020,5553147942,2021-09-22,Cancelled,Midwest
SUB00002583,CUST00002114,DEV0001905,PLN002,5558235628,2026-03-24,Suspended,Southeast
SUB00002584,CUST00002105,DEV0001758,PLN015,5554455928,2022-07-20,Suspended,Northeast
SUB00002585,CUST00000954,DEV0001209,PLN008,5558191949,2024-01-29,Suspended,Southeast
SUB00002586,CUST00000092,DEV0001348,PLN013,5551415805,2025-11-15,active ,Midwest
SUB00002587,CUST00001340,DEV0000092,PLN009,5554803745,2021-03-25,Active,Midwest
SUB00002588,CUST00001394,DEV0000034,PLN007,5558688602,2020-06-02,Active,West
SUB00002589,CUST00002272,DEV0000946,PLN013,5551678226,2024-01-06,active ,Northeast
SUB00002590,CUST00003299,DEV0002248,PLN005,5554503902,2025-11-11,Active,Southeast
SUB00002591,CUST00001446,DEV0000910,PLN002,5552536933,2026-01-31,Active,Southwest
SUB00002592,CUST00003352,DEV0000806,PLN003,5556993103,2024-12-07,Active,Northeast
SUB00002593,CUST00000579,DEV0000786,PLN016,5553816043,2022-07-27,Active,Southwest
SUB00002594,CUST00002659,DEV0000037,PLN007,5556965082,2025-11-08,Cancelled,Southeast
SUB00002595,CUST00001525,DEV0002329,PLN020,5551274159,2022-07-03,Cancelled,Northeast
SUB00002596,CUST00003528,DEV0000236,PLN006,5552159728,2024-03-11,Active,Southeast
SUB00002597,CUST00004248,DEV0001544,PLN007,5558790397,2022-01-02,Cancelled,Midwest
SUB00002598,CUST00000515,DEV0001715,PLN004,5557064834,2023-10-28,active ,Southwest
SUB00002599,CUST00001548,DEV0000644,PLN013,5556532527,2023-08-10,Active,Midwest
SUB00002600,CUST00002191,DEV0001299,PLN008,5551076100,2024-01-07,Suspended,Midwest
SUB00002601,CUST00001504,DEV0000050,PLN008,5558540846,2022-12-08,Suspended,Southwest
SUB00002602,CUST00001044,DEV0001387,PLN018,5559547408,2024-06-13,Active,Midwest
SUB00002603,CUST00000275,DEV0002271,PLN005,5551085373,2023-08-24,Suspended,West
SUB00002604,CUST_UNKNOWN,DEV0000233,PLN006,5553403570,2026-03-01,Suspended,West
SUB00002605,CUST00004300,DEV0001665,PLN003,5551825230,2022-04-18,active ,Northeast
SUB00002606,CUST00000821,DEV0001901,PLN012,5558973687,2025-06-19,Active,Midwest
SUB00002607,CUST00001547,DEV0001003,PLN004,5553369022,2026-03-14,Cancelled,Southwest
SUB00002608,CUST00003606,DEV0001624,PLN004,5559926874,2023-04-01,Suspended,Southwest
SUB00002609,CUST00002791,DEV0001746,PLN011,5552020934,2021-01-06,Cancelled,Northeast
SUB00002610,CUST00001839,DEV0000325,PLN007,5557917486,2021-11-16,Suspended,West
SUB00002611,CUST00004283,DEV0000518,PLN006,5558002651,2021-10-04,active ,West
SUB00002612,CUST00001746,DEV0000965,PLN015,5553608310,2022-10-31,Suspended,West
SUB00002613,CUST00002522,DEV0001681,PLN010,5551547053,2021-06-05,Active,Southeast
SUB00002614,CUST00002947,DEV0000757,PLN015,5552124586,2024-10-19,Active,West
SUB00002615,CUST00002403,DEV0001874,PLN012,5558085090,2022-01-19,Active,Northeast
SUB00002616,CUST00002318,DEV0000730,PLN014,5556212280,2024-11-30,Active,Southeast
SUB00002617,CUST00003012,DEV0001443,PLN001,5556687706,2020-04-18,Suspended,Southwest
SUB00002618,CUST00003573,DEV0002234,PLN005,5556553684,2025-01-05,Cancelled,Southwest
SUB00002619,CUST00003550,DEV0001621,PLN011,5554831941,2023-06-16,Suspended,Midwest
SUB00002620,CUST00000676,DEV0001852,PLN020,5551882693,2023-08-14,Active,Midwest
SUB00002621,CUST00002084,DEV0001168,PLN009,5556996256,2024-02-09,Suspended,Southeast
SUB00002622,CUST00000830,DEV0002033,PLN004,5551081669,2024-07-13,Active,Midwest
SUB00002623,CUST00003510,DEV0001980,PLN011,5555994380,2020-08-29,active ,Midwest
SUB00002624,CUST00001738,DEV0000293,PLN002,5555577981,2021-06-27,active ,Southwest
SUB00002625,CUST00003087,DEV0001388,PLN007,5557544242,2021-01-24,Suspended,West
SUB00002626,CUST00000392,DEV0000828,PLN010,5552231555,2021-01-12,Suspended,West
SUB00002627,CUST00004288,DEV0000935,PLN007,5551520666,2020-06-07,active ,Southeast
SUB00002628,CUST00003807,DEV0001754,PLN018,5557548184,2025-12-10,Suspended,Southwest
SUB00002629,CUST00002182,DEV0001624,PLN017,5557183754,2020-12-28,Active,Midwest
SUB00002630,CUST00003859,DEV0000292,PLN006,5554339591,2022-09-10,Cancelled,Northeast
SUB00002631,CUST00001947,DEV0001782,PLN012,5555568195,2021-07-22,active ,West
SUB00002632,CUST00001882,DEV0002289,PLN004,5551276357,2022-08-07,Suspended,Midwest
SUB00002633,CUST00000876,DEV0000548,PLN005,5552050242,2020-09-28,Suspended,Northeast
SUB00002634,CUST00002964,DEV0001106,PLN007,5551989533,2024-04-25,Suspended,Northeast
SUB00002635,CUST00003749,DEV0002127,PLN019,5551497712,2024-01-09,active ,Midwest
SUB00002636,CUST00002335,DEV0001364,PLN017,5558944507,2023-06-23,Cancelled,West
SUB00002637,CUST00000749,DEV0000904,PLN013,5559651258,2025-01-15,Cancelled,Southwest
SUB00002638,CUST00003676,DEV0001012,PLN005,5554215975,2021-02-25,active ,Northeast
SUB00002639,CUST00000814,DEV0001690,PLN020,5556776283,2023-10-03,Cancelled,Midwest
SUB00002640,CUST00003977,DEV0000505,PLN012,5554438414,2023-10-10,Suspended,Southeast
SUB00002641,CUST00003825,DEV0001188,PLN002,5555165506,2023-08-10,Active,West
SUB00002642,CUST00000694,DEV0000835,PLN004,5559240483,2020-06-28,active ,Northeast
SUB00002643,CUST00002209,DEV0000990,PLN008,5558716891,2021-01-25,active ,Northeast
SUB00002644,CUST00001374,DEV0001203,PLN017,5556867460,2021-06-24,Cancelled,West
